1, 8
2, 8
3, 41
4, 11
5, 6
6, 10
7, 17
8, 18
9, 11
10, 50
11, 43
12, 26
13, 17
14, 32
15, 39
16, 39
17, 22
18, 47
19, 23
20, 3
21, 26
22, 41
23, 2
24, 15
25, 18
26, 35
27, 36
28, 4
29, 8
30, 14
31, 38
32, 1
33, 38
34, 42
35, 42
36, 26
37, 36
38, 14
39, 46
40, 42
41, 11
42, 6
43, 47
44, 29
45, 27
46, 41
47, 24
48, 20
49, 24
50, 8
51, 8
52, 22
53, 7
54, 10
55, 18
56, 25
57, 25
58, 42
59, 42
60, 15
61, 10
62, 13
63, 34
64, 31
65, 27
66, 23
67, 41
68, 11
69, 38
70, 2
71, 31
72, 15
73, 2
74, 43
75, 21
76, 50
77, 7
78, 25
79, 30
80, 50
81, 24
82, 31
83, 8
84, 20
85, 29
86, 26
87, 0
88, 5
89, 16
90, 14
91, 26
92, 27
93, 38
94, 5
95, 24
96, 2
97, 7
98, 32
99, 0
100, 19
101, 41
102, 25
103, 2
104, 9
105, 21
106, 18
107, 41
108, 26
109, 31
110, 25
111, 46
112, 23
113, 16
114, 4
115, 4
116, 36
117, 6
118, 10
119, 12
120, 36
121, 31
122, 13
123, 22
124, 32
125, 45
126, 12
127, 43
128, 14
129, 26
130, 48
131, 1
132, 30
133, 0
134, 25
135, 1
136, 9
137, 23
138, 9
139, 4
140, 23
141, 47
142, 14
143, 12
144, 26
145, 12
146, 16
147, 24
148, 16
149, 25
150, 32
151, 9
152, 42
153, 8
154, 40
155, 50
156, 4
157, 17
158, 19
159, 21
160, 11
161, 7
162, 1
163, 2
164, 50
165, 50
166, 27
167, 24
168, 35
169, 27
170, 17
171, 16
172, 8
173, 23
174, 47
175, 0
176, 3
177, 22
178, 8
179, 50
180, 6
181, 32
182, 12
183, 27
184, 2
185, 38
186, 22
187, 34
188, 5
189, 47
190, 1
191, 2
192, 13
193, 8
194, 31
195, 20
196, 32
197, 18
198, 47
199, 17
200, 35
201, 10
202, 29
203, 14
204, 9
205, 33
206, 9
207, 26
208, 45
209, 32
210, 2
211, 25
212, 1
213, 38
214, 29
215, 41
216, 40
217, 32
218, 23
219, 4
220, 22
221, 6
222, 23
223, 8
224, 42
225, 37
226, 39
227, 10
228, 47
229, 34
230, 27
231, 1
232, 41
233, 40
234, 11
235, 35
236, 12
237, 7
238, 27
239, 27
240, 43
241, 11
242, 42
243, 2
244, 33
245, 12
246, 1
247, 28
248, 28
249, 27
250, 14
251, 4
252, 16
253, 25
254, 0
255, 25
256, 11
257, 21
258, 1
259, 23
260, 35
261, 17
262, 21
263, 20
264, 18
265, 11
266, 41
267, 12
268, 2
269, 19
270, 3
271, 38
272, 17
273, 22
274, 24
275, 24
276, 27
277, 2
278, 8
279, 32
280, 8
281, 28
282, 44
283, 41
284, 26
285, 24
286, 14
287, 35
288, 15
289, 35
290, 9
291, 34
292, 7
293, 10
294, 36
295, 26
296, 25
297, 15
298, 35
299, 26
300, 49
301, 42
302, 36
303, 0
304, 28
305, 12
306, 40
307, 23
308, 12
309, 41
310, 23
311, 9
312, 40
313, 11
314, 10
315, 1
316, 30
317, 26
318, 29
319, 38
320, 41
321, 47
322, 0
323, 22
324, 9
325, 48
326, 29
327, 41
328, 47
329, 2
330, 21
331, 35
332, 13
333, 28
334, 45
335, 38
336, 27
337, 26
338, 14
339, 24
340, 2
341, 46
342, 50
343, 20
344, 29
345, 18
346, 35
347, 40
348, 8
349, 40
350, 11
351, 15
352, 1
353, 37
354, 17
355, 14
356, 2
357, 32
358, 8
359, 0
360, 21
361, 0
362, 48
363, 15
364, 22
365, 26
366, 15
367, 8
368, 34
369, 30
370, 32
371, 9
372, 6
373, 12
374, 19
375, 38
376, 8
377, 46
378, 13
379, 29
380, 24
381, 37
382, 14
383, 10
384, 23
385, 50
386, 12
387, 19
388, 10
389, 1
390, 42
391, 31
392, 0
393, 5
394, 19
395, 31
396, 26
397, 6
398, 11
399, 24
400, 8
401, 14
402, 16
403, 21
404, 1
405, 22
406, 6
407, 50
408, 40
409, 12
410, 32
411, 12
412, 41
413, 13
414, 44
415, 30
416, 46
417, 13
418, 8
419, 15
420, 14
421, 18
422, 48
423, 26
424, 47
425, 0
426, 26
427, 17
428, 15
429, 12
430, 2
431, 24
432, 32
433, 41
434, 18
435, 5
436, 46
437, 9
438, 11
439, 16
440, 39
441, 30
442, 24
443, 46
444, 25
445, 35
446, 8
447, 29
448, 13
449, 41
450, 2
451, 14
452, 16
453, 26
454, 25
455, 11
456, 21
457, 30
458, 34
459, 4
460, 32
461, 16
462, 30
463, 1
464, 1
465, 38
466, 1
467, 14
468, 31
469, 11
470, 31
471, 31
472, 21
473, 21
474, 27
475, 14
476, 9
477, 25
478, 3
479, 44
480, 7
481, 36
482, 26
483, 42
484, 21
485, 0
486, 0
487, 17
488, 41
489, 46
490, 7
491, 17
492, 17
493, 13
494, 25
495, 27
496, 32
497, 17
498, 8
499, 21
500, 30
501, 11
502, 1
503, 18
504, 29
505, 0
506, 16
507, 14
508, 24
509, 31
510, 46
511, 40
512, 42
513, 6
514, 33
