1, 24
2, 34
3, 41
4, 11
5, 6
6, 10
7, 10
8, 18
9, 11
10, 4
11, 43
12, 10
13, 17
14, 44
15, 10
16, 10
17, 22
18, 47
19, 23
20, 3
21, 26
22, 41
23, 2
24, 4
25, 18
26, 35
27, 29
28, 4
29, 8
30, 14
31, 38
32, 4
33, 38
34, 42
35, 42
36, 26
37, 4
38, 14
39, 11
40, 33
41, 11
42, 6
43, 22
44, 29
45, 36
46, 15
47, 24
48, 16
49, 46
50, 37
51, 34
52, 35
53, 7
54, 10
55, 18
56, 25
57, 11
58, 42
59, 42
60, 41
61, 10
62, 13
63, 37
64, 31
65, 7
66, 23
67, 41
68, 11
69, 38
70, 2
71, 24
72, 42
73, 2
74, 43
75, 21
76, 50
77, 7
78, 25
79, 49
80, 25
81, 24
82, 49
83, 8
84, 45
85, 29
86, 0
87, 0
88, 5
89, 16
90, 14
91, 26
92, 27
93, 38
94, 5
95, 24
96, 2
97, 7
98, 32
99, 0
100, 19
101, 5
102, 25
103, 28
104, 9
105, 46
106, 18
107, 41
108, 26
109, 31
110, 50
111, 46
112, 23
113, 26
114, 4
115, 4
116, 36
117, 6
118, 10
119, 12
120, 36
121, 31
122, 13
123, 20
124, 32
125, 45
126, 12
127, 43
128, 40
129, 38
130, 48
131, 1
132, 30
133, 10
134, 11
135, 3
136, 9
137, 23
138, 9
139, 12
140, 23
141, 47
142, 14
143, 43
144, 26
145, 12
146, 6
147, 24
148, 16
149, 25
150, 32
151, 9
152, 42
153, 8
154, 40
155, 10
156, 4
157, 17
158, 19
159, 21
160, 11
161, 7
162, 1
163, 2
164, 15
165, 50
166, 27
167, 49
168, 35
169, 33
170, 10
171, 16
172, 19
173, 23
174, 47
175, 43
176, 3
177, 22
178, 8
179, 17
180, 6
181, 7
182, 12
183, 33
184, 2
185, 39
186, 45
187, 34
188, 5
189, 47
190, 32
191, 2
192, 13
193, 19
194, 31
195, 20
196, 7
197, 18
198, 22
199, 15
200, 35
201, 10
202, 29
203, 14
204, 20
205, 33
206, 9
207, 26
208, 20
209, 35
210, 28
211, 25
212, 15
213, 12
214, 29
215, 41
216, 14
217, 32
218, 23
219, 4
220, 22
221, 2
222, 48
223, 8
224, 49
225, 31
226, 14
227, 10
228, 22
229, 34
230, 7
231, 27
232, 41
233, 28
234, 11
235, 35
236, 12
237, 7
238, 33
239, 27
240, 10
241, 11
242, 42
243, 2
244, 7
245, 40
246, 10
247, 28
248, 2
249, 36
250, 14
251, 5
252, 3
253, 31
254, 0
255, 25
256, 2
257, 46
258, 39
259, 48
260, 9
261, 17
262, 46
263, 20
264, 11
265, 11
266, 41
267, 12
268, 2
269, 19
270, 3
271, 10
272, 17
273, 47
274, 49
275, 24
276, 27
277, 2
278, 8
279, 18
280, 37
281, 28
282, 44
283, 41
284, 26
285, 49
286, 16
287, 35
288, 15
289, 34
290, 19
291, 34
292, 7
293, 10
294, 36
295, 38
296, 25
297, 15
298, 44
299, 26
300, 24
301, 42
302, 17
303, 0
304, 28
305, 26
306, 40
307, 48
308, 12
309, 15
310, 48
311, 9
312, 40
313, 11
314, 13
315, 11
316, 5
317, 31
318, 0
319, 13
320, 43
321, 47
322, 0
323, 47
324, 19
325, 48
326, 45
327, 41
328, 47
329, 2
330, 21
331, 35
332, 13
333, 28
334, 20
335, 39
336, 33
337, 26
338, 20
339, 49
340, 2
341, 46
342, 8
343, 20
344, 29
345, 18
346, 35
347, 14
348, 8
349, 40
350, 11
351, 41
352, 1
353, 37
354, 36
355, 20
356, 2
357, 44
358, 34
359, 6
360, 21
361, 48
362, 48
363, 15
364, 45
365, 13
366, 5
367, 8
368, 34
369, 28
370, 15
371, 9
372, 6
373, 38
374, 19
375, 38
376, 37
377, 46
378, 13
379, 29
380, 36
381, 24
382, 14
383, 10
384, 23
385, 50
386, 12
387, 37
388, 10
389, 18
390, 15
391, 10
392, 6
393, 5
394, 19
395, 31
396, 3
397, 6
398, 11
399, 24
400, 34
401, 40
402, 9
403, 21
404, 14
405, 21
406, 6
407, 50
408, 2
409, 38
410, 32
411, 39
412, 41
413, 13
414, 18
415, 30
416, 46
417, 13
418, 19
419, 15
420, 14
421, 44
422, 49
423, 26
424, 47
425, 0
426, 26
427, 15
428, 15
429, 12
430, 2
431, 24
432, 32
433, 43
434, 18
435, 5
436, 22
437, 9
438, 11
439, 16
440, 43
441, 2
442, 24
443, 21
444, 11
445, 35
446, 34
447, 35
448, 13
449, 41
450, 28
451, 14
452, 26
453, 4
454, 25
455, 11
456, 13
457, 2
458, 34
459, 4
460, 1
461, 16
462, 28
463, 5
464, 32
465, 47
466, 6
467, 14
468, 37
469, 11
470, 43
471, 24
472, 21
473, 21
474, 27
475, 39
476, 9
477, 25
478, 3
479, 44
480, 7
481, 36
482, 27
483, 42
484, 21
485, 0
486, 23
487, 23
488, 15
489, 13
490, 7
491, 10
492, 17
493, 13
494, 25
495, 27
496, 1
497, 17
498, 8
499, 46
500, 32
501, 11
502, 39
503, 18
504, 0
505, 0
506, 16
507, 14
508, 24
509, 41
510, 22
511, 14
512, 32
513, 11
514, 21
