1, 8
2, 35
3, 43
4, 16
5, 8
6, 6
7, 38
8, 17
9, 8
10, 32
11, 46
12, 43
13, 13
14, 18
15, 9
16, 10
17, 14
18, 12
19, 32
20, 8
21, 28
22, 27
23, 23
24, 42
25, 38
26, 10
27, 21
28, 22
29, 45
30, 36
31, 12
32, 28
33, 10
34, 49
35, 19
36, 4
37, 35
38, 48
39, 8
40, 17
41, 23
42, 6
43, 46
44, 34
45, 37
46, 19
47, 26
48, 3
49, 13
50, 5
51, 41
52, 20
53, 20
54, 10
55, 24
56, 8
57, 1
58, 8
59, 32
60, 20
61, 23
62, 42
63, 22
64, 30
65, 50
66, 2
67, 31
68, 1
69, 38
70, 4
71, 12
72, 24
73, 50
74, 2
75, 38
76, 2
77, 15
78, 38
79, 13
80, 25
81, 18
82, 40
83, 13
84, 40
85, 29
86, 25
87, 47
88, 1
89, 13
90, 40
91, 4
92, 0
93, 6
94, 2
95, 37
96, 47
97, 13
98, 7
99, 16
100, 0
101, 14
102, 33
103, 17
104, 27
105, 42
106, 25
107, 38
108, 27
109, 15
110, 10
111, 14
112, 27
113, 9
114, 25
115, 34
116, 32
117, 14
118, 36
119, 26
120, 46
121, 8
122, 49
123, 2
124, 28
125, 31
126, 0
127, 31
128, 2
129, 14
130, 47
131, 14
132, 18
133, 10
134, 34
135, 35
136, 47
137, 13
138, 30
139, 25
140, 36
141, 21
142, 27
143, 14
144, 35
145, 11
146, 8
147, 23
148, 50
149, 44
150, 4
151, 15
152, 27
153, 8
154, 18
155, 11
156, 50
157, 16
158, 31
159, 21
160, 25
161, 11
162, 42
163, 2
164, 20
165, 40
166, 42
167, 29
168, 0
169, 9
170, 25
171, 48
172, 13
173, 28
174, 18
175, 1
176, 5
177, 45
178, 26
179, 30
180, 49
181, 12
182, 17
183, 49
184, 47
185, 6
186, 11
187, 41
188, 0
189, 12
190, 25
191, 20
192, 13
193, 19
194, 38
195, 7
196, 46
197, 20
198, 28
199, 16
200, 0
201, 12
202, 47
203, 46
204, 12
205, 2
206, 7
207, 36
208, 47
209, 40
210, 40
211, 16
212, 23
213, 41
214, 45
215, 25
216, 17
217, 1
218, 11
219, 14
220, 22
221, 32
222, 29
223, 27
224, 50
225, 11
226, 35
227, 7
228, 14
229, 18
230, 25
231, 24
232, 46
233, 44
234, 34
235, 42
236, 12
237, 18
238, 49
239, 27
240, 21
241, 29
242, 10
243, 8
244, 9
245, 48
246, 21
247, 22
248, 27
249, 23
250, 41
251, 27
252, 0
253, 49
254, 48
255, 27
256, 2
257, 11
258, 3
259, 8
260, 45
261, 18
262, 3
263, 5
264, 21
265, 6
266, 44
267, 14
268, 34
269, 10
270, 2
271, 16
272, 41
273, 29
274, 42
275, 35
276, 6
277, 30
278, 3
279, 29
280, 17
281, 49
282, 26
283, 2
284, 40
285, 42
286, 18
287, 22
288, 45
289, 49
290, 35
291, 16
292, 35
293, 11
294, 10
295, 42
296, 15
297, 24
298, 32
299, 4
300, 7
301, 24
302, 14
303, 23
304, 21
305, 19
306, 8
307, 4
308, 1
309, 46
310, 10
311, 22
312, 15
313, 19
314, 41
315, 34
316, 41
317, 25
318, 36
319, 21
320, 8
321, 21
322, 15
323, 32
324, 30
325, 19
326, 1
327, 1
328, 17
329, 6
330, 14
331, 27
332, 9
333, 30
334, 26
335, 24
336, 28
337, 6
338, 12
339, 19
340, 24
341, 37
342, 10
343, 24
344, 14
345, 42
346, 0
347, 0
348, 18
349, 1
350, 39
351, 47
352, 21
353, 41
354, 9
355, 3
356, 28
357, 8
358, 28
359, 25
360, 23
361, 2
362, 8
363, 40
364, 1
365, 15
366, 35
367, 8
368, 42
369, 11
370, 1
371, 8
372, 47
373, 7
374, 36
375, 11
376, 33
377, 15
378, 43
379, 24
380, 31
381, 30
382, 32
383, 8
384, 19
385, 12
386, 47
387, 40
388, 36
389, 30
390, 27
391, 21
392, 14
393, 47
394, 42
395, 38
396, 47
397, 13
398, 38
399, 20
400, 0
401, 29
402, 33
403, 16
404, 44
405, 30
406, 13
407, 4
408, 41
409, 14
410, 31
411, 11
412, 6
413, 26
414, 23
415, 5
416, 18
417, 39
418, 25
419, 3
420, 4
421, 12
422, 31
423, 1
424, 16
425, 41
426, 16
427, 14
428, 7
429, 15
430, 30
431, 12
432, 0
433, 23
434, 15
435, 4
436, 7
437, 13
438, 36
439, 37
440, 16
441, 38
442, 17
443, 15
444, 38
445, 16
446, 36
447, 10
448, 23
449, 47
450, 38
451, 2
452, 41
453, 16
454, 14
455, 2
456, 8
457, 27
458, 23
459, 7
460, 1
461, 38
462, 26
463, 21
464, 5
465, 26
466, 1
467, 18
468, 42
469, 21
470, 23
471, 8
472, 31
473, 4
474, 21
475, 47
476, 2
477, 3
478, 32
479, 26
480, 46
481, 16
482, 14
483, 14
484, 50
485, 1
486, 10
487, 31
488, 7
489, 1
490, 17
491, 8
492, 16
493, 2
494, 41
495, 43
496, 42
497, 19
498, 41
499, 31
500, 14
501, 6
502, 31
503, 29
504, 8
505, 1
506, 34
507, 41
508, 38
509, 3
510, 34
511, 29
512, 1
513, 39
514, 19
